user_id,anime_id,rating,name,genre,type,episodes,members
33027,223,9,Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153,316102
65836,28211,8,Harmony,"Psychological, Sci-Fi",Movie,1,25245
58236,24,9,School Rumble,"Comedy, Romance, School, Shounen",TV,26,178553
14857,11319,5,Zero no Tsukaima F,"Adventure, Ecchi, Fantasy, Magic, Romance",TV,12,174026
43958,1943,9,Paprika,"Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",Movie,1,163308
58871,164,10,Mononoke Hime,"Action, Adventure, Fantasy",Movie,1,339556
60140,10351,-1,Tenchi Muyou! Ryououki 2nd Season Picture Drama,"Comedy, Sci-Fi, Shounen, Space",Special,1,3626
44352,9969,10,Gintama&#039;,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,51,151266
65350,8861,5,"Yosuga no Sora: In Solitude, Where We Are Least Alone.","Drama, Ecchi, Harem, Romance",TV,12,173216
72050,14967,9,Boku wa Tomodachi ga Sukunai Next,"Comedy, Harem, Romance, School, Seinen, Slice of Life",TV,12,214319
28532,6203,9,Sasameki Koto,"Comedy, Romance, School, Shoujo Ai",TV,13,34297
36418,19221,8,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru","Comedy, Romance, School",TV,10,179569
34294,2001,8,Tengen Toppa Gurren Lagann,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,27,562962
13477,5525,8,07-Ghost,"Action, Demons, Fantasy, Magic, Military, Shoujo",TV,25,126083
24787,14527,-1,Medaka Box Abnormal,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,12,66972
38970,584,10,Noein: Mou Hitori no Kimi e,"Adventure, Drama, Sci-Fi, Slice of Life",TV,24,56244
4565,11843,6,Danshi Koukousei no Nichijou,"Comedy, School, Shounen, Slice of Life",TV,12,258914
26822,3001,7,Moyashimon,"Comedy, School, Supernatural",TV,11,44465
52893,4672,-1,Ghost in the Shell 2.0,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",Movie,1,51789
32413,22101,7,Soredemo Sekai wa Utsukushii,"Adventure, Fantasy, Romance, Shoujo",TV,12,99462
20637,15451,6,High School DxD New,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,266657
35476,9515,5,Highschool of the Dead: Drifters of the Dead,"Comedy, Ecchi, Supernatural",OVA,1,140501
37080,269,10,Bleach,"Action, Comedy, Shounen, Super Power, Supernatural",TV,366,624055
17562,6547,9,Angel Beats!,"Action, Comedy, Drama, School, Supernatural",TV,13,717796
12909,15201,8,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara,"Action, Mecha, Military",Movie,1,39669
28243,28297,10,Ore Monogatari!!,"Comedy, Romance, Shoujo",TV,24,200833
72990,120,9,Fruits Basket,"Comedy, Drama, Fantasy, Romance, Shoujo, Slice of Life",TV,26,242553
61036,1292,9,Afro Samurai,"Action, Adventure, Samurai",TV,5,135708
28793,3269,9,.hack//G.U. Trilogy,"Action, Fantasy, Game, Sci-Fi",Movie,1,22537
18308,29974,-1,"Diabolik Lovers More,Blood","Harem, School, Shoujo, Vampire",TV,12,37924
50981,3503,10,Kanokon,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",TV,12,122288
19124,8769,9,Ore no Imouto ga Konnani Kawaii Wake ga Nai,"Comedy, Seinen, Slice of Life",TV,12,321477
48209,30991,8,Himouto! Umaru-chan: Umaru-chan Mou Ikkai!,"Comedy, School, Seinen, Slice of Life",OVA,1,21413
66640,20359,7,Yamada-kun to 7-nin no Majo,"Comedy, School, Shounen, Supernatural",ONA,1,23937
44403,121,7,Fullmetal Alchemist,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",TV,51,600384
34047,268,10,Golden Boy,"Adventure, Comedy, Ecchi",OVA,6,113040
48897,199,9,Sen to Chihiro no Kamikakushi,"Adventure, Drama, Supernatural",Movie,1,466254
48129,6023,8,Nogizaka Haruka no Himitsu: Purezza,"Comedy, Ecchi, Romance",TV,12,45161
22847,3318,7,Kimi ga Nozomu Eien: Next Season,"Drama, Romance",OVA,4,21064
5321,12191,10,Smile Precure!,"Action, Fantasy, Magic, Shoujo",TV,48,10568
8190,995,8,Prince of Tennis: The National Tournament,"Action, Comedy, Shounen, Sports",OVA,13,25170
44448,8190,8,Nodame Cantabile OVA 2,"Comedy, Josei, Romance",OVA,1,17226
9996,11021,9,Muv-Luv Alternative: Total Eclipse,"Action, Mecha, Military, Sci-Fi",TV,24,55531
41277,356,7,Fate/stay night,"Action, Fantasy, Magic, Romance, Supernatural",TV,24,374880
12694,4898,8,Kuroshitsuji,"Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,24,424919
69176,7817,6,B Gata H Kei,"Comedy, Ecchi, Romance, School, Seinen",TV,12,192719
21276,2605,8,Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,12,174531
57617,6637,5,Higashi no Eden Movie II: Paradise Lost,"Action, Comedy, Drama, Mystery, Romance, Thriller",Movie,1,87062
5137,10934,5,Itsuka Tenma no Kuro Usagi OVA,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",OVA,1,13397
55582,7088,8,Ichiban Ushiro no Daimaou,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, School, Shounen",TV,12,203618
29121,4192,8,Hayate no Gotoku!!,"Action, Comedy, Harem, Parody, Romance",TV,25,67323
60062,20709,7,Sabagebu!,"Action, Comedy, Military, Shoujo",TV,12,67306
19375,12549,6,"Dakara Boku wa, H ga Dekinai.","Comedy, Ecchi, Romance, Supernatural",TV,12,169615
69459,29803,10,Overlord,"Action, Adventure, Fantasy, Game, Magic, Supernatural",TV,13,244268
51254,339,7,Serial Experiments Lain,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",TV,13,215829
48084,22543,7,Kyonyuu Kazoku Saimin,Hentai,OVA,1,2521
70727,16762,9,Mirai Nikki Redial,"Action, Psychological, Shounen, Supernatural",OVA,1,135604
602,199,10,Sen to Chihiro no Kamikakushi,"Adventure, Drama, Supernatural",Movie,1,466254
35401,9361,5,Molly Star-Racer,"Mecha, Music",Music,1,914
12585,21511,7,Kantai Collection: KanColle,"Action, Military, School, Sci-Fi, Slice of Life",TV,12,100999
6469,202,6,Wolf&#039;s Rain,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,171863
59217,286,8,B&#039;T X,"Adventure, Mecha, Sci-Fi, Shounen",TV,25,5913
58365,759,7,Tokyo Godfathers,"Comedy, Drama",Movie,1,89424
41714,31442,9,Musaigen no Phantom World,"Action, Comedy, Fantasy, Slice of Life, Supernatural",TV,13,168482
2459,6573,-1,Darker than Black: Ryuusei no Gemini,"Action, Mystery, Sci-Fi, Super Power",TV,12,222243
47385,15809,9,Hataraku Maou-sama!,"Comedy, Demons, Fantasy, Romance, Shounen",TV,13,409037
33216,10793,8,Guilty Crown,"Action, Drama, Sci-Fi, Super Power",TV,22,460959
28856,237,10,Eureka Seven,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,239570
58774,23289,8,Gekkan Shoujo Nozaki-kun,"Comedy, Romance, School",TV,12,292622
62775,14741,8,Chuunibyou demo Koi ga Shitai!,"Comedy, Drama, Romance, School, Slice of Life",TV,12,394399
5889,263,7,Hajime no Ippo,"Comedy, Drama, Shounen, Sports",TV,75,157670
17886,5114,10,Fullmetal Alchemist: Brotherhood,"Action, Adventure, Drama, Fantasy, Magic, Military, Shounen",TV,64,793665
10231,12531,10,Sakamichi no Apollon,"Drama, Josei, Music, Romance, School",TV,12,146592
64281,28677,9,Yamada-kun to 7-nin no Majo (TV),"Comedy, Harem, Mystery, Romance, School, Shounen, Supernatural",TV,12,193566
39143,1530,9,Kanon (2006),"Drama, Romance, Slice of Life, Supernatural",TV,24,163171
15527,4181,9,Clannad: After Story,"Drama, Fantasy, Romance, Slice of Life, Supernatural",TV,24,456749
45004,13171,7,Wasurenagumo,"Comedy, Supernatural",Movie,1,18000
13646,27775,7,Plastic Memories,"Drama, Romance, Sci-Fi",TV,13,213493
71357,5630,5,Higashi no Eden,"Action, Comedy, Drama, Mystery, Romance, Sci-Fi, Thriller",TV,11,276593
37354,7711,10,Karigurashi no Arrietty,Fantasy,Movie,1,97910
25273,185,8,Initial D First Stage,"Action, Cars, Drama, Seinen, Sports",TV,26,68128
15790,8861,-1,"Yosuga no Sora: In Solitude, Where We Are Least Alone.","Drama, Ecchi, Harem, Romance",TV,12,173216
47120,9515,8,Highschool of the Dead: Drifters of the Dead,"Comedy, Ecchi, Supernatural",OVA,1,140501
14090,249,8,InuYasha,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",TV,167,281632
34420,2251,7,Baccano!,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",TV,13,363215
38042,24415,7,Kuroko no Basket 3rd Season,"Comedy, School, Shounen, Sports",TV,25,184525
60346,356,8,Fate/stay night,"Action, Fantasy, Magic, Romance, Supernatural",TV,24,374880
36248,11757,7,Sword Art Online,"Action, Adventure, Fantasy, Game, Romance",TV,25,893100
19508,8557,9,Shinryaku! Ika Musume,"Comedy, Shounen, Slice of Life",TV,12,95242
53973,1815,-1,Shakugan no Shana Movie,"Action, Fantasy, Supernatural",Movie,1,43962
41680,5342,8,Asura Cryin&#039;,"Action, Mecha, Supernatural",TV,13,68608
62244,14289,6,Sukitte Ii na yo.,"Romance, School, Shoujo",TV,13,233410
17698,4581,-1,Shikabane Hime: Aka,"Action, Horror, Martial Arts",TV,13,71502
54285,430,5,Fullmetal Alchemist: The Conqueror of Shamballa,"Comedy, Drama, Fantasy, Historical, Military, Shounen",Movie,1,186465
36884,13659,6,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,"Comedy, Seinen, Slice of Life",TV,13,194791
42898,7593,8,Kiss x Sis (TV),"Comedy, Ecchi, Harem, Romance, School, Seinen",TV,12,215361
7159,512,9,Majo no Takkyuubin,"Adventure, Comedy, Drama, Fantasy, Magic, Romance",Movie,1,152331
64674,22535,7,Kiseijuu: Sei no Kakuritsu,"Action, Drama, Horror, Psychological, Sci-Fi, Seinen",TV,24,425457
60201,2923,8,Shugo Chara!,"Comedy, Magic, School, Shoujo",TV,51,121108
12737,19815,10,No Game No Life,"Adventure, Comedy, Ecchi, Fantasy, Game, Supernatural",TV,12,602291
10456,8888,8,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,"Action, Mecha, Military, Sci-Fi",Movie,1,91105
59406,1505,7,Detective Conan Movie 09: Strategy Above the Depths,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,20347
53953,10161,-1,No.6,"Action, Sci-Fi",TV,11,168017
48796,210,9,Ranma ½,"Comedy, Fantasy, Martial Arts, Slice of Life",TV,161,105212
35556,10568,-1,Kamisama no Memochou,Mystery,TV,12,130502
25349,121,10,Fullmetal Alchemist,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",TV,51,600384
51206,2001,9,Tengen Toppa Gurren Lagann,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,27,562962
70180,182,7,Tenkuu no Escaflowne,"Adventure, Fantasy, Mecha, Romance, Shoujo",TV,26,83437
18683,1654,7,Kashimashi: Girl Meets Girl OVA,"Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life",OVA,1,10910
46896,26243,5,Owari no Seraph,"Action, Drama, Shounen, Supernatural, Vampire",TV,12,315630
19293,1726,-1,Devil May Cry,"Action, Demons, Fantasy",TV,12,166398
57191,7739,7,11eyes: Momoiro Genmutan,"Comedy, Ecchi, Super Power, Supernatural",Special,1,28144
72599,4898,8,Kuroshitsuji,"Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,24,424919
47765,9331,7,Yumekui Merry,"Action, Shounen, Supernatural",TV,13,89183
1275,15335,10,Gintama Movie: Kanketsu-hen - Yorozuya yo Eien Nare,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Movie,1,72534
23962,4654,8,Toaru Majutsu no Index,"Action, Magic, Sci-Fi, Super Power",TV,24,313114
44268,14967,8,Boku wa Tomodachi ga Sukunai Next,"Comedy, Harem, Romance, School, Seinen, Slice of Life",TV,12,214319
17750,3342,9,Mnemosyne: Mnemosyne no Musume-tachi,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural",TV,6,96092
39304,57,7,Beck,"Comedy, Drama, Music, Shounen, Slice of Life",TV,26,148328
58427,550,7,Yu☆Gi☆Oh!,"Action, Comedy, Fantasy, Game, Shounen",TV,27,89243
26809,4715,9,Shigofumi Special,"Drama, Fantasy, Psychological, Thriller",Special,1,11797
19264,30,10,Neon Genesis Evangelion,"Action, Dementia, Drama, Mecha, Psychological, Sci-Fi",TV,26,461946
8512,6702,9,Fairy Tail,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,175,584590
17537,31704,10,One Punch Man: Road to Hero,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",OVA,1,94839
35778,5114,10,Fullmetal Alchemist: Brotherhood,"Action, Adventure, Drama, Fantasy, Magic, Military, Shounen",TV,64,793665
64322,31096,-1,Hibike! Euphonium: Suisougaku-bu no Nichijou,"Comedy, Music, School",Special,7,12196
57758,464,-1,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,"Adventure, Comedy, Fantasy, Shounen",Movie,1,37792
23425,585,-1,Mimi wo Sumaseba,"Adventure, Drama, Fantasy, Romance, Slice of Life",Movie,1,94435
19393,2025,10,Darker than Black: Kuro no Keiyakusha,"Action, Mystery, Sci-Fi, Super Power",TV,25,440334
4512,154,5,Shaman King,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",TV,64,169517
20625,14645,10,Hiiro no Kakera Dai Ni Shou,"Fantasy, Romance, Shoujo, Supernatural",TV,13,26617
71336,276,-1,Mahoromatic: Automatic Maiden,"Comedy, Ecchi, Military, Romance, Sci-Fi",TV,12,36656
60204,1525,-1,Pokemon Crystal: Raikou Ikazuchi no Densetsu,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,13929
71709,17729,-1,Grisaia no Kajitsu,"Drama, Harem, Psychological, Romance, School",TV,13,178166
54115,11979,8,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,85361
23066,370,5,Burn Up Excess,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen",TV,13,6402
39918,594,9,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,"Action, Adventure, Comedy, Shounen, Super Power",Special,1,52264
51049,186,-1,Initial D Second Stage,"Action, Cars, Drama, Seinen, Sports",TV,13,45825
69237,31043,9,Boku dake ga Inai Machi,"Mystery, Psychological, Seinen, Supernatural",TV,12,402381
34694,14741,7,Chuunibyou demo Koi ga Shitai!,"Comedy, Drama, Romance, School, Slice of Life",TV,12,394399
33806,23283,10,Zankyou no Terror,"Psychological, Thriller",TV,11,342893
46573,19117,-1,Toaru Hikuushi e no Koiuta,"Adventure, Drama, Romance",TV,13,53375
6391,17,10,Hungry Heart: Wild Striker,"Comedy, Shounen, Slice of Life, Sports",TV,52,13469
11169,4618,7,RideBack,"Action, Drama, Mecha, School, Sci-Fi",TV,12,32835
40340,433,-1,"Kumo no Mukou, Yakusoku no Basho","Drama, Military, Romance, Sci-Fi",Movie,1,103975
50319,5356,-1,Canaan,"Action, Seinen",TV,13,123217
67671,1090,7,Mobile Suit Gundam I,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,12877
256,21511,8,Kantai Collection: KanColle,"Action, Military, School, Sci-Fi, Slice of Life",TV,12,100999
34432,10379,9,Natsume Yuujinchou San,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,102322
40655,119,8,Final Approach,"Comedy, Drama, Romance, Slice of Life",TV,13,24902
22061,5141,5,Taishou Yakyuu Musume.,"Comedy, Historical, School, Seinen, Sports",TV,12,12248
37999,7054,10,Kaichou wa Maid-sama!,"Comedy, Romance, School, Shoujo",TV,26,391628
57245,8074,6,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural",TV,12,535892
73093,2904,10,Code Geass: Hangyaku no Lelouch R2,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",TV,25,572888
8688,31710,6,Divine Gate,"Action, Fantasy, Sci-Fi",TV,12,83271
68290,223,-1,Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153,316102
16765,28891,10,Haikyuu!! Second Season,"Comedy, Drama, School, Shounen, Sports",TV,25,179342
46414,5530,7,Pandora Hearts,"Adventure, Fantasy, Mystery, Shounen, Supernatural",TV,25,229567
30892,10521,7,Working&#039;!!,"Comedy, Slice of Life",TV,13,117328
69120,7791,8,K-On!!,"Comedy, Music, School, Slice of Life",TV,26,246276
2733,13601,10,Psycho-Pass,"Action, Police, Psychological, Sci-Fi",TV,22,509109
3902,3470,8,Special A,"Comedy, Romance, School, Shoujo",TV,24,173603
6509,8246,-1,Naruto: Shippuuden Movie 4 - The Lost Tower,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,84527
17854,8934,10,Star Driver: Kagayaki no Takuto,"Action, Mecha, Romance, Shounen",TV,25,66084
1027,1691,-1,Kaze no Stigma,"Action, Fantasy, Magic, Romance, Shounen",TV,24,205338
27364,5678,-1,Kobato.,"Comedy, Drama, Fantasy",TV,24,88986
72596,20507,-1,Noragami,"Action, Adventure, Shounen, Supernatural",TV,12,515378
7340,440,7,Shoujo Kakumei Utena,"Drama, Fantasy, Psychological, Shoujo",TV,39,77464
32619,32828,7,Amaama to Inazuma,"Comedy, Seinen, Slice of Life",TV,12,95339
27250,22777,7,Dragon Ball Kai (2014),"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,61,42666
11092,120,10,Fruits Basket,"Comedy, Drama, Fantasy, Romance, Shoujo, Slice of Life",TV,26,242553
43460,6793,-1,Kuroshitsuji Special,"Comedy, Demons, Parody",Special,1,53706
41157,19021,8,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,"Comedy, Drama, Romance, School, Slice of Life",Movie,1,34272
58460,317,5,Final Fantasy VII: Advent Children,"Action, Fantasy, Super Power",Movie,1,138659
10623,402,10,Otogi Juushi Akazukin OVA,"Adventure, Comedy, Fantasy, Magic",OVA,1,1030
44625,13535,8,Binbougami ga!,"Comedy, Parody, Shounen, Supernatural",TV,13,117091
28622,9656,8,Kimi ni Todoke 2nd Season,"Romance, School, Shoujo, Slice of Life",TV,12,171866
45240,10588,6,Persona 4 the Animation,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",TV,25,134942
29626,72,9,Full Metal Panic? Fumoffu,"Action, Comedy, School",TV,12,171086
3293,2131,5,Bokusatsu Tenshi Dokuro-chan 2,"Comedy, Ecchi, Magic",OVA,2,70734
62133,3342,-1,Mnemosyne: Mnemosyne no Musume-tachi,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural",TV,6,96092
15480,14199,7,Oniichan dakedo Ai Sae Areba Kankeinai yo ne!,"Comedy, Ecchi, Harem, Romance, School",TV,12,113166
49984,4280,-1,Kara no Kyoukai 4: Garan no Dou,"Action, Mystery, Supernatural, Thriller",Movie,1,103600
39477,22859,7,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,Comedy,Special,1,13238
23135,591,8,Amaenaide yo!!,"Comedy, Ecchi, Harem, Romance, Supernatural",TV,12,48939
9949,10080,7,Kami nomi zo Shiru Sekai II,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,194300
48590,9366,9,Kaichou wa Maid-sama!: Omake dayo!,"Comedy, School, Shoujo",Special,1,52752
37655,4181,9,Clannad: After Story,"Drama, Fantasy, Romance, Slice of Life, Supernatural",TV,24,456749
26593,4975,9,ChäoS;HEAd,"Harem, Mystery, Psychological, Sci-Fi, Supernatural",TV,12,174337
54155,9023,9,Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,Comedy,Special,3,12153
15779,1554,5,Asatte no Houkou.,"Drama, Supernatural",TV,12,16909
35704,24455,-1,Madan no Ou to Vanadis,"Adventure, Ecchi, Fantasy, Harem, Romance",TV,13,114612
73282,30276,8,One Punch Man,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",TV,12,552458
49247,6287,7,Akikan!: Kan Ippatsu!? Onsen Panic,"Comedy, Ecchi",OVA,1,17949
54779,1887,10,Lucky☆Star,"Comedy, Parody, School, Slice of Life",TV,24,305837
73223,762,9,Bleach: Memories in the Rain,"Action, Adventure, Drama, Shounen, Supernatural",Special,1,78111
61311,1686,7,Bleach Movie 1: Memories of Nobody,"Action, Adventure, Super Power",Movie,1,151598
35174,501,7,Doraemon,"Adventure, Comedy, Fantasy, Kids, Shounen",TV,26,9366
7077,2104,10,Seto no Hanayome,"Comedy, Parody, Romance, School",TV,26,165008
5530,853,9,Ouran Koukou Host Club,"Comedy, Harem, Romance, School, Shoujo",TV,26,422271
12416,6408,7,&quot;Bungaku Shoujo&quot; Movie,"Drama, Mystery, Romance, School",Movie,1,40984
14407,31240,9,Re:Zero kara Hajimeru Isekai Seikatsu,"Drama, Fantasy, Psychological, Thriller",TV,25,355839
6460,1723,-1,Clannad Movie,"Drama, Fantasy, Romance, School",Movie,1,99506
64632,60,7,Chrno Crusade,"Action, Demons, Historical, Romance, Supernatural",TV,24,140865
19030,199,10,Sen to Chihiro no Kamikakushi,"Adventure, Drama, Supernatural",Movie,1,466254
24245,15085,6,Amnesia,"Fantasy, Josei, Mystery, Romance",TV,12,134349
36662,15037,8,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,"Horror, Mystery",OVA,4,126699
18365,16894,-1,Kuroko no Basket 2nd Season,"Comedy, School, Shounen, Sports",TV,25,243325
30443,949,8,Top wo Nerae! Gunbuster,"Action, Comedy, Drama, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,51724
2273,813,7,Dragon Ball Z,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,291,375662
57610,936,7,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Movie,1,97308
60031,11665,9,Natsume Yuujinchou Shi,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,98431
64578,33028,10,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Action, Horror, Mystery, Psychological",TV,11,65503
24582,119,9,Final Approach,"Comedy, Drama, Romance, Slice of Life",TV,13,24902
59396,4581,8,Shikabane Hime: Aka,"Action, Horror, Martial Arts",TV,13,71502
57672,30230,8,Diamond no Ace: Second Season,"Comedy, School, Shounen, Sports",TV,51,38531
58103,79,-1,Shuffle!,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",TV,24,158772
23306,18397,7,Shingeki no Kyojin OVA,"Action, Drama, Fantasy, Shounen, Super Power",OVA,3,121063
66935,943,6,Yume Tsukai,"Drama, Fantasy, Magic, Slice of Life",TV,12,5719
68163,227,10,FLCL,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi",OVA,6,305165
24295,29325,-1,Ghost in the Shell: Arise - Alternative Architecture,"Mecha, Police, Psychological, Sci-Fi",TV,10,21805
13302,21437,6,Buddy Complex,"Action, Mecha, Sci-Fi",TV,13,44006
71284,18679,10,Kill la Kill,"Action, Comedy, School, Super Power",TV,24,508118
59131,237,-1,Eureka Seven,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,239570
16253,2759,-1,Evangelion: 1.0 You Are (Not) Alone,"Action, Mecha, Sci-Fi",Movie,1,194561
20132,9617,-1,K-On! Movie,"Comedy, Music, Slice of Life",Movie,1,115252
72379,4224,10,Toradora!,"Comedy, Romance, School, Slice of Life",TV,25,633817
15922,4752,8,Vampire Knight Guilty,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,13,198492
55636,1840,10,Zero no Tsukaima: Futatsuki no Kishi,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",TV,12,235684
64353,8063,-1,Sekaiichi Hatsukoi OVA,"Comedy, Drama, Romance, Shounen Ai",OVA,2,35225
59071,874,7,Digimon Tamers,"Adventure, Comedy, Drama, Fantasy, Shounen",TV,51,94391
47636,4866,4,Pico x CoCo x Chico,"Hentai, Yaoi",OVA,1,27411
50300,4792,5,Pokemon: Pikachu Tankentai,"Adventure, Comedy, Fantasy, Kids",Movie,1,13702
68576,16498,-1,Shingeki no Kyojin,"Action, Drama, Fantasy, Shounen, Super Power",TV,25,896229
24972,820,10,Ginga Eiyuu Densetsu,"Drama, Military, Sci-Fi, Space",OVA,110,80679
15909,23289,10,Gekkan Shoujo Nozaki-kun,"Comedy, Romance, School",TV,12,292622
28007,14227,8,Tonari no Kaibutsu-kun,"Comedy, Romance, School, Shoujo, Slice of Life",TV,13,349836
50847,227,9,FLCL,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi",OVA,6,305165
60715,380,9,Fushigi Yuugi OVA,"Adventure, Comedy, Fantasy, Historical, Romance, Shoujo",OVA,3,14863
55774,28497,6,Rokka no Yuusha,"Action, Adventure, Fantasy, Magic, Mystery",TV,12,218747
53236,270,9,Hellsing,"Action, Horror, Seinen, Supernatural, Vampire",TV,13,308995
6471,10578,6,C³,"Action, Comedy, Ecchi, School, Supernatural",TV,12,100425
42833,30544,6,Gakusen Toshi Asterisk,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,12,168657
53429,22319,7,Tokyo Ghoul,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12,618056
23994,6922,8,Fate/stay night Movie: Unlimited Blade Works,"Action, Fantasy, Magic, Supernatural",Movie,1,110983
35243,694,6,Canvas 2: Niji-iro no Sketch,"Comedy, Drama, Romance, Slice of Life",TV,24,19491
19092,11241,-1,Brave 10,"Action, Adventure, Historical, Samurai, Seinen, Super Power",TV,12,82205
23990,428,9,Kaleido Star: Aratanaru Tsubasa - Extra Stage,"Adventure, Comedy, Drama, Shoujo",OVA,1,9248
14920,17741,7,Kimi no Iru Machi,"Drama, Romance, Slice of Life",TV,12,63418
26313,7870,9,Baka to Test to Shoukanjuu Specials,"Comedy, Magic, School",Special,6,29923
58836,21521,7,Futabu!,"Hentai, School, Yuri",OVA,2,7234
16407,18897,7,Nisekoi,"Comedy, Harem, Romance, School, Shounen",TV,20,347599
70149,1,8,Cowboy Bebop,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",TV,26,486824
34498,8516,8,Baka to Test to Shoukanjuu Ni!,"Comedy, Romance, School, Super Power",TV,13,183722
21204,8630,6,Hidan no Aria,"Action, Comedy, Romance, School",TV,12,171888
45923,550,-1,Yu☆Gi☆Oh!,"Action, Comedy, Fantasy, Game, Shounen",TV,27,89243
50091,1575,-1,Code Geass: Hangyaku no Lelouch,"Action, Mecha, Military, School, Sci-Fi, Super Power",TV,25,715151
36831,28297,8,Ore Monogatari!!,"Comedy, Romance, Shoujo",TV,24,200833
57537,1535,10,Death Note,"Mystery, Police, Psychological, Supernatural, Thriller",TV,37,1013917
60480,4744,-1,Akaneiro ni Somaru Saka,"Comedy, Harem, Romance, School",TV,12,91453
20939,15411,4,Arcana Famiglia: Capriccio - stile Arcana Famiglia,"Romance, Shoujo",OVA,1,12690
25847,17843,-1,Inferno Cop: Fact Files,"Action, Comedy, Police",ONA,12,3846
69958,3299,8,H2O: Footprints in the Sand,"Harem, Romance, School",TV,12,64975
